公布日期,證券代號,證券名稱,處置起始,處置結束,處置營業日數,撮合頻率(分鐘),開盤價,收盤價,short_return,broker_bought,avg_vol_5T,max_vol_5T,vol_diff_5T,avg_vol_10T,max_vol_10T,vol_diff_10T,avg_vol_20T,max_vol_20T,vol_diff_20T
2024-07-22,6692,進能服,2024-07-23,2024-08-05,10,5,61.8,59.8,0.0324,18,1557800.0,2361000.0,0.3402,898000.0,2361000.0,0.6197,813550.0,2361000.0,0.6554
2024-07-23,8089,康全電訊,2024-07-24,2024-08-06,10,20,120.0,116.0,0.0333,28,5786600.0,8610000.0,0.3279,3276900.0,8610000.0,0.6194,3308350.0,8610000.0,0.6158
2024-07-26,6144,得利影,2024-07-29,2024-08-09,10,20,85.2,89.5,-0.0505,7,80400.0,99000.0,0.1879,61300.0,99000.0,0.3808,53700.0,99000.0,0.4576
2024-07-29,8085,福華,2024-07-30,2024-08-12,10,5,46.6,44.2,0.0515,26,5367200.0,16114000.0,0.6669,4411600.0,16114000.0,0.7262,6722350.0,16114000.0,0.5828
2024-07-30,3228,金麗科,2024-07-31,2024-08-13,10,5,272.0,276.5,-0.0165,27,2068200.0,3791000.0,0.4544,1493200.0,3791000.0,0.6061,1179150.0,3791000.0,0.689
2024-07-30,6228,全譜,2024-07-31,2024-08-13,10,5,65.6,72.7,-0.1082,24,1554400.0,3467000.0,0.5517,1088800.0,3467000.0,0.686,646850.0,3467000.0,0.8134
2024-08-02,2524,京城,2024-08-05,2024-08-20,12,5,112.5,115.5,-0.0267,29,21620664.8,32995646.0,0.3447,15195498.6,32995646.0,0.5395,9333746.1,32995646.0,0.7171
2024-08-02,6199,天品,2024-08-05,2024-08-16,10,5,48.2,48.2,0.0,14,290400.0,543000.0,0.4652,173800.0,543000.0,0.6799,95800.0,543000.0,0.8236
2024-08-06,6640,均華,2024-08-07,2024-08-20,10,5,750.0,705.0,0.06,24,1951600.0,2860000.0,0.3176,2142000.0,2860000.0,0.251,1700500.0,2860000.0,0.4054
2024-08-07,6199,天品,2024-08-08,2024-08-21,10,20,52.4,52.4,0.0,8,309400.0,543000.0,0.4302,239300.0,543000.0,0.5593,131150.0,543000.0,0.7585
2024-08-08,1540,喬福,2024-08-09,2024-08-26,12,5,42.5,42.65,-0.0035,29,85200191.6,128313137.0,0.336,48800997.2,128313137.0,0.6197,31335309.7,128313137.0,0.7558
2024-08-08,4510,高鋒,2024-08-09,2024-08-26,12,20,43.1,42.55,0.0128,29,55771000.0,85126000.0,0.3448,31270400.0,85126000.0,0.6327,17769400.0,85126000.0,0.7913
2024-08-09,6643,M31,2024-08-12,2024-08-23,10,5,875.0,885.0,-0.0114,27,2771600.0,4452000.0,0.3774,2097200.0,4452000.0,0.5289,1806650.0,4452000.0,0.5942
2024-08-15,3230,錦明,2024-08-16,2024-08-29,10,5,29.4,32.7,-0.1122,27,3810200.0,5942000.0,0.3588,2794600.0,5942000.0,0.5297,3054000.0,5942000.0,0.486
2024-08-15,3303,岱稜,2024-08-16,2024-08-29,10,5,58.3,59.9,-0.0274,29,10003800.0,19445000.0,0.4855,5831300.0,19445000.0,0.7001,3440600.0,19445000.0,0.8231
2024-08-15,6754,匯僑設計,2024-08-16,2024-08-29,10,5,83.1,85.8,-0.0325,24,1526781.2,2180488.0,0.2998,905101.9,2180488.0,0.5849,479653.55,2180488.0,0.78
2024-08-16,3219,倚強科,2024-08-19,2024-08-30,10,5,59.4,59.6,-0.0034,19,750600.0,1381000.0,0.4565,455400.0,1381000.0,0.6702,279550.0,1381000.0,0.7976
2024-08-16,3284,太普高,2024-08-19,2024-08-30,10,5,72.5,66.7,0.08,28,5225400.0,9810000.0,0.4673,3236800.0,9810000.0,0.6701,2362050.0,9810000.0,0.7592
2024-08-16,6187,萬潤,2024-08-19,2024-08-30,10,20,363.0,344.5,0.051,29,17864000.0,30672000.0,0.4176,11872000.0,30672000.0,0.6129,7892450.0,30672000.0,0.7427
2024-08-19,1225,福懋油,2024-08-20,2024-09-02,10,5,160.5,163.0,-0.0156,10,74883.2,114748.0,0.3474,115525.9,211596.0,0.454,144028.3,352617.0,0.5915
2024-08-20,3230,錦明,2024-08-21,2024-09-03,10,20,37.9,40.2,-0.0607,21,3397400.0,5942000.0,0.4282,2861800.0,5942000.0,0.5184,2652550.0,5942000.0,0.5536
2024-08-21,2070,精湛,2024-08-22,2024-09-06,12,5,83.6,84.0,-0.0048,28,8452200.0,15031000.0,0.4377,5480300.0,15031000.0,0.6354,4689600.0,15031000.0,0.688
2024-08-21,2438,翔耀,2024-08-22,2024-09-04,10,5,61.0,67.1,-0.1,22,504073.6,1406571.0,0.6416,497679.8,1406571.0,0.6462,716597.1,1954593.0,0.6334
2024-08-21,6570,維田,2024-08-22,2024-09-04,10,5,78.0,71.2,0.0872,29,3891800.0,12247000.0,0.6822,2191200.0,12247000.0,0.8211,1363600.0,12247000.0,0.8887
2024-08-22,5905,南仁湖,2024-08-23,2024-09-05,10,5,23.6,23.8,-0.0085,28,48039800.0,98574000.0,0.5127,28150800.0,98574000.0,0.7144,16249350.0,98574000.0,0.8352
2024-08-23,4729,熒茂,2024-08-26,2024-09-06,10,5,26.25,26.2,0.0019,27,5265000.0,17968000.0,0.707,2885300.0,17968000.0,0.8394,2185450.0,17968000.0,0.8784
2024-08-27,3073,天方能源,2024-08-28,2024-09-12,12,20,93.7,91.8,0.0203,22,5383600.0,8665000.0,0.3787,3505100.0,8665000.0,0.5955,2009750.0,8665000.0,0.7681
2024-08-27,8080,印鉐,2024-08-28,2024-09-10,10,5,26.85,26.85,0.0,7,252000.0,353000.0,0.2861,136300.0,353000.0,0.6139,98550.0,353000.0,0.7208
2024-08-28,4741,泓瀚,2024-08-29,2024-09-11,10,5,53.5,54.0,-0.0093,13,683800.0,1141000.0,0.4007,389600.0,1141000.0,0.6585,200900.0,1141000.0,0.8239
2024-08-29,2424,隴華,2024-08-30,2024-09-12,10,5,50.7,48.6,0.0414,14,318317.2,751235.0,0.5763,194835.1,751235.0,0.7406,105260.6,751235.0,0.8599
2024-08-29,3550,聯穎,2024-08-30,2024-09-12,10,5,24.35,25.0,-0.0267,29,17501834.8,36180133.0,0.5163,8919343.1,36180133.0,0.7535,4565419.0,36180133.0,0.8738
2024-08-29,5364,力麗店,2024-08-30,2024-09-12,10,5,47.5,48.1,-0.0126,18,1239000.0,1819000.0,0.3189,1229100.0,1819000.0,0.3243,1174800.0,2241000.0,0.4758
2024-08-29,8039,台虹,2024-08-30,2024-09-12,10,5,69.3,70.1,-0.0115,29,44245115.4,69643104.0,0.3647,23753479.2,69643104.0,0.6589,12940340.25,69643104.0,0.8142
2024-08-30,5386,青雲,2024-09-02,2024-09-13,10,5,117.0,104.0,0.1111,28,8931400.0,17045000.0,0.476,5449100.0,17045000.0,0.6803,4199500.0,17045000.0,0.7536
2024-08-30,8080,印鉐,2024-09-02,2024-09-13,10,20,34.5,35.45,-0.0275,15,627200.0,1311000.0,0.5216,390900.0,1311000.0,0.7018,210650.0,1311000.0,0.8393
2024-09-02,2425,承啟,2024-09-03,2024-09-16,10,5,43.35,43.0,0.0081,27,20477795.0,38838272.0,0.4727,10457387.3,38838272.0,0.7307,5480526.9,38838272.0,0.8589
2024-09-02,4526,東台,2024-09-03,2024-09-19,12,5,39.35,37.1,0.0572,29,70312163.8,135875418.0,0.4825,39353512.0,135875418.0,0.7104,23477298.9,135875418.0,0.8272
2024-09-02,4583,台灣精銳,2024-09-03,2024-09-16,10,5,556.0,544.0,0.0216,29,3083535.4,3651540.0,0.1556,2074533.9,3651540.0,0.4319,1850541.6,3651540.0,0.4932
2024-09-02,8111,立碁,2024-09-03,2024-09-16,10,5,30.2,29.2,0.0331,29,17064000.0,21509000.0,0.2067,8768100.0,21509000.0,0.5924,4493150.0,21509000.0,0.7911
2024-09-03,3081,聯亞,2024-09-04,2024-09-20,12,5,187.0,194.5,-0.0401,29,22597800.0,36827000.0,0.3864,12299400.0,36827000.0,0.666,6753900.0,36827000.0,0.8166
2024-09-03,3450,聯鈞,2024-09-04,2024-09-20,12,5,179.5,174.0,0.0306,29,53276473.2,83897425.0,0.365,35889537.2,83897425.0,0.5722,29931978.4,83897425.0,0.6432
2024-09-04,8080,印鉐,2024-09-05,2024-09-19,10,20,36.6,38.8,-0.0601,8,469800.0,642000.0,0.2682,461200.0,1311000.0,0.6482,256000.0,1311000.0,0.8047
2024-09-05,1735,日勝化,2024-09-06,2024-09-20,10,5,29.1,25.35,0.1289,26,4881933.6,10064559.0,0.5149,2712990.8,10064559.0,0.7304,1440843.25,10064559.0,0.8568
2024-09-06,4569,六方科-KY,2024-09-09,2024-09-23,10,5,180.0,180.0,0.0,8,241135.4,704500.0,0.6577,140447.6,704500.0,0.8006,89596.2,704500.0,0.8728
2024-09-11,4569,六方科-KY,2024-09-12,2024-09-26,10,20,214.0,228.5,-0.0678,20,488215.0,748223.0,0.3475,351226.7,748223.0,0.5306,194735.65,748223.0,0.7397
2024-09-13,4950,牧東,2024-09-16,2024-09-30,10,45,12.3,12.1,0.0163,12,1461800.0,3435000.0,0.5744,1101800.0,3435000.0,0.6792,658650.0,3435000.0,0.8083
2024-09-13,6231,系微,2024-09-16,2024-09-30,10,5,529.0,530.0,-0.0019,29,3340200.0,4313000.0,0.2256,3966200.0,6778000.0,0.4148,2667900.0,6778000.0,0.6064
2024-09-16,8249,菱光,2024-09-18,2024-10-01,10,5,55.2,55.2,0.0,29,34720963.0,53970287.0,0.3567,21541919.4,53970287.0,0.6009,11379126.4,53970287.0,0.7892
2024-09-18,5438,東友,2024-09-19,2024-10-02,10,5,26.3,27.8,-0.057,27,5932000.0,13413000.0,0.5577,2975500.0,13413000.0,0.7782,1501600.0,13413000.0,0.888
2024-09-18,6187,萬潤,2024-09-19,2024-10-04,12,20,468.0,471.0,-0.0064,29,17271400.0,24543000.0,0.2963,14489300.0,24543000.0,0.4096,9107250.0,24543000.0,0.6289
2024-09-18,8032,光菱,2024-09-19,2024-10-02,10,5,44.4,46.6,-0.0495,26,5308400.0,9576000.0,0.4457,2779600.0,9576000.0,0.7097,1422600.0,9576000.0,0.8514
2024-09-19,4950,牧東,2024-09-20,2024-10-03,10,60,15.4,14.4,0.0649,13,1462800.0,1861000.0,0.214,1137800.0,3435000.0,0.6688,843500.0,3435000.0,0.7544
2024-09-19,5314,世紀,2024-09-20,2024-10-03,10,5,203.5,209.0,-0.027,21,722400.0,1319000.0,0.4523,387400.0,1319000.0,0.7063,227550.0,1319000.0,0.8275
2024-09-19,5443,均豪,2024-09-20,2024-10-03,10,5,144.5,151.0,-0.045,29,39468600.0,58809000.0,0.3289,36565700.0,58809000.0,0.3782,48622150.0,90865000.0,0.4649
2024-09-19,8996,高力,2024-09-20,2024-10-03,10,5,372.0,402.0,-0.0806,29,4697472.2,6923433.0,0.3215,5791984.8,10677876.0,0.4576,4390322.05,10677876.0,0.5888
2024-09-20,2033,佳大,2024-09-23,2024-10-04,10,5,22.55,21.85,0.031,24,8182909.0,15463095.0,0.4708,4117107.4,15463095.0,0.7337,2119827.4,15463095.0,0.8629
2024-09-20,3354,律勝,2024-09-23,2024-10-04,10,5,33.5,31.0,0.0746,28,6903000.0,16644000.0,0.5853,4649200.0,16644000.0,0.7207,2437350.0,16644000.0,0.8536
2024-09-20,5234,達興材料,2024-09-23,2024-10-08,12,5,248.0,238.0,0.0403,29,11219290.4,22945576.0,0.511,7046866.9,22945576.0,0.6929,5645574.5,22945576.0,0.754
2024-09-20,6643,M31,2024-09-23,2024-10-04,10,20,1015.0,984.0,0.0305,27,2633400.0,4139000.0,0.3638,1726600.0,4139000.0,0.5828,1247850.0,4139000.0,0.6985
2024-09-23,1721,三晃,2024-09-24,2024-10-07,10,5,26.0,25.7,0.0115,29,35670675.6,110340112.0,0.6767,19094250.5,110340112.0,0.827,13467978.2,110340112.0,0.8779
2024-09-23,3230,錦明,2024-09-24,2024-10-07,10,20,54.0,52.0,0.037,26,8591800.0,13635000.0,0.3699,6425000.0,13635000.0,0.5288,4430100.0,13635000.0,0.6751
2024-09-24,3085,新零售,2024-09-25,2024-10-08,10,10,23.55,21.5,0.087,7,117200.0,347000.0,0.6622,64700.0,347000.0,0.8135,37000.0,347000.0,0.8934
2024-09-24,3167,大量,2024-09-25,2024-10-11,12,5,129.0,127.0,0.0155,29,26653961.2,37346829.0,0.2863,16804263.4,37346829.0,0.55,11099800.35,37346829.0,0.7028
2024-09-24,5210,寶碩,2024-09-25,2024-10-08,10,5,30.55,31.25,-0.0229,20,1818600.0,4644000.0,0.6084,1095800.0,4644000.0,0.764,636750.0,4644000.0,0.8629
2024-09-24,6144,得利影,2024-09-25,2024-10-08,10,5,125.0,122.0,0.024,12,264400.0,959000.0,0.7243,137900.0,959000.0,0.8562,79250.0,959000.0,0.9174
2024-09-25,6706,惠特,2024-09-26,2024-10-09,10,5,169.0,169.0,0.0,29,9834141.4,12593681.0,0.2191,13821578.4,32509667.0,0.5748,11804000.0,32509667.0,0.6369
2024-09-26,6969,成信實業*-創,2024-09-27,2024-10-11,10,5,67.0,63.0,0.0597,18,787354.0,2113014.0,0.6274,639239.7,2113014.0,0.6975,602319.23,2113014.0,0.7149
2024-09-30,1799,易威,2024-10-01,2024-10-15,10,5,108.0,108.0,0.0,23,1110800.0,1514000.0,0.2663,824300.0,1514000.0,0.4555,658750.0,1514000.0,0.5649
2024-09-30,4402,郡都開發,2024-10-01,2024-10-15,10,5,32.05,31.2,0.0265,12,714600.0,1072000.0,0.3334,537300.0,1072000.0,0.4988,446400.0,1072000.0,0.5836
2024-10-04,6246,臺龍,2024-10-07,2024-10-21,10,5,28.0,28.0,0.0,25,5523000.0,7272000.0,0.2405,3546300.0,7272000.0,0.5123,2543550.0,7272000.0,0.6502
2024-10-07,3081,聯亞,2024-10-08,2024-10-24,12,20,349.5,340.0,0.0272,29,18815000.0,30244000.0,0.3779,15877300.0,30244000.0,0.475,9339100.0,30244000.0,0.6912
2024-10-07,5907,大洋-KY,2024-10-08,2024-10-22,10,5,13.55,13.5,0.0037,26,7117223.8,14786390.0,0.5187,4115603.6,14786390.0,0.7217,2099467.5,14786390.0,0.858
2024-10-08,2929,淘帝-KY,2024-10-09,2024-10-23,10,5,13.9,13.95,-0.0036,29,13974796.4,21659240.0,0.3548,8155165.5,21659240.0,0.6235,4140042.05,21659240.0,0.8089
2024-10-08,8404,百和興業-KY,2024-10-09,2024-10-23,10,5,29.35,28.85,0.017,28,11651854.6,35401068.0,0.6709,6277069.7,35401068.0,0.8227,3713639.0,35401068.0,0.8951
2024-10-09,00887,永豐中國科技50大,2024-10-11,2024-10-24,10,5,22.0,23.0,-0.0455,0,76763800.0,141019000.0,0.4556,40899900.0,141019000.0,0.71,20713250.0,141019000.0,0.8531
2024-10-11,3234,光環,2024-10-14,2024-10-25,10,5,56.3,54.8,0.0266,27,11239200.0,15667000.0,0.2826,6300200.0,15667000.0,0.5979,3706650.0,15667000.0,0.7634
2024-10-11,3363,上詮,2024-10-14,2024-10-25,10,5,249.0,246.0,0.012,29,35054400.0,52017000.0,0.3261,26774100.0,52017000.0,0.4853,18224100.0,52017000.0,0.6497
2024-10-14,5543,桓鼎-KY,2024-10-15,2024-10-28,10,10,24.1,21.35,0.1141,5,49400.0,111000.0,0.555,32800.0,111000.0,0.7045,21100.0,111000.0,0.8099
2024-10-16,4956,光鋐,2024-10-17,2024-11-01,12,5,37.0,41.5,-0.1216,29,54495707.0,90523883.0,0.398,29997393.9,90523883.0,0.6686,17064872.15,90523883.0,0.8115
2024-10-16,4991,環宇-KY,2024-10-17,2024-10-30,10,5,62.0,63.2,-0.0194,27,12270600.0,17396000.0,0.2946,6433300.0,17396000.0,0.6302,3285050.0,17396000.0,0.8112
2024-10-16,6187,萬潤,2024-10-17,2024-10-30,10,20,465.5,482.0,-0.0354,29,10315400.0,12236000.0,0.157,5492900.0,12236000.0,0.5511,6254250.0,24543000.0,0.7452
2024-10-18,6546,正基,2024-10-21,2024-11-01,10,5,162.5,153.0,0.0585,29,7470000.0,10455000.0,0.2855,5156000.0,10455000.0,0.5068,5865800.0,10455000.0,0.4389
2024-10-18,6854,錼創科技-KY創,2024-10-21,2024-11-01,10,5,141.5,148.5,-0.0495,16,1075462.6,1654269.0,0.3499,755708.4,1654269.0,0.5432,498933.2,1654269.0,0.6984
2024-10-21,6763,綠界科技*,2024-10-22,2024-11-04,10,5,68.3,72.8,-0.0659,29,15368800.0,28183000.0,0.4547,8150300.0,28183000.0,0.7108,4536700.0,28183000.0,0.839
2024-10-22,4576,大銀微系統,2024-10-23,2024-11-07,12,5,139.0,141.0,-0.0144,29,19267969.6,39980530.0,0.5181,11215378.9,39980530.0,0.7195,7528813.6,39980530.0,0.8117
2024-10-23,6151,晉倫,2024-10-24,2024-11-06,10,5,63.5,62.0,0.0236,29,21962000.0,49690000.0,0.558,12232600.0,49690000.0,0.7538,8505450.0,49690000.0,0.8288
2024-10-24,6763,綠界科技*,2024-10-25,2024-11-07,10,20,96.8,92.6,0.0434,29,13310800.0,28183000.0,0.5277,10292200.0,28183000.0,0.6348,5522650.0,28183000.0,0.804
2024-10-28,3447,展達,2024-10-29,2024-11-13,12,5,80.0,81.4,-0.0175,29,19806321.0,41883892.0,0.5271,11461511.2,41883892.0,0.7264,6393350.1,41883892.0,0.8474
2024-10-28,6791,虎門科技,2024-10-29,2024-11-11,10,5,147.5,147.5,0.0,19,507800.0,1693000.0,0.7001,266600.0,1693000.0,0.8425,143100.0,1693000.0,0.9155
2024-10-29,4558,寶緯,2024-10-30,2024-11-12,10,5,39.65,43.8,-0.1047,26,1955800.0,3876000.0,0.4954,1142500.0,3876000.0,0.7052,577750.0,3876000.0,0.8509
2024-10-29,6144,得利影,2024-10-30,2024-11-12,10,20,69.0,69.0,0.0,4,74000.0,188000.0,0.6064,198000.0,415000.0,0.5229,154950.0,485000.0,0.6805
2024-10-30,8044,網家,2024-10-31,2024-11-13,10,5,49.15,48.55,0.0122,29,13847600.0,52767000.0,0.7376,7377300.0,52767000.0,0.8602,3803000.0,52767000.0,0.9279
2024-11-01,2424,隴華,2024-11-04,2024-11-15,10,5,73.6,78.7,-0.0693,11,78977.4,106000.0,0.2549,76741.2,112271.0,0.3165,138633.55,444295.0,0.688
2024-11-01,3081,聯亞,2024-11-04,2024-11-19,12,20,308.5,343.0,-0.1118,29,11419600.0,15045000.0,0.241,6205700.0,15045000.0,0.5875,7041250.0,30244000.0,0.7672
2024-11-04,3363,上詮,2024-11-05,2024-11-18,10,20,205.5,213.0,-0.0365,29,10868000.0,14792000.0,0.2653,6391600.0,14792000.0,0.5679,12644850.0,52017000.0,0.7569
2024-11-04,6144,得利影,2024-11-05,2024-11-18,10,20,50.4,50.4,0.0,1,15800.0,42000.0,0.6238,86200.0,248000.0,0.6524,144650.0,485000.0,0.7018
2024-11-05,6442,光聖,2024-11-06,2024-11-19,10,5,520.0,525.0,-0.0096,29,9304625.4,11162000.0,0.1664,9429635.1,11570129.0,0.185,8945134.3,15163687.0,0.4101
2024-11-05,8937,合騏,2024-11-06,2024-11-19,10,5,93.1,98.6,-0.0591,25,2197000.0,3133000.0,0.2988,1707100.0,3133000.0,0.4551,1864500.0,4074000.0,0.5423
2024-11-06,8047,星雲,2024-11-07,2024-11-20,10,5,21.7,21.15,0.0253,21,4238600.0,7896000.0,0.4632,2182300.0,7896000.0,0.7236,1126500.0,7896000.0,0.8573
2024-11-07,6144,得利影,2024-11-08,2024-11-21,10,20,41.0,44.95,-0.0963,5,48400.0,218000.0,0.778,51700.0,218000.0,0.7628,146100.0,485000.0,0.6988
2024-11-08,4991,環宇-KY,2024-11-11,2024-11-26,12,20,91.1,89.4,0.0187,29,29795200.0,34935000.0,0.1471,16488900.0,34935000.0,0.528,11323950.0,34935000.0,0.6759
2024-11-12,6781,AES-KY,2024-11-13,2024-11-26,10,5,738.0,728.0,0.0136,29,3429714.4,5209527.0,0.3416,1758920.3,5209527.0,0.6624,919524.8,5209527.0,0.8235
2024-11-12,8937,合騏,2024-11-13,2024-11-26,10,20,125.0,125.0,0.0,21,1088000.0,1487000.0,0.2683,1642500.0,3133000.0,0.4757,1452650.0,3133000.0,0.5363
2024-11-14,3211,順達,2024-11-15,2024-11-28,10,5,157.0,150.5,0.0414,29,33734800.0,58060000.0,0.419,17877900.0,58060000.0,0.6921,9398200.0,58060000.0,0.8381
2024-11-15,4931,新盛力,2024-11-18,2024-12-03,12,5,49.0,47.1,0.0388,29,48056200.0,118833000.0,0.5956,24418400.0,118833000.0,0.7945,12587150.0,118833000.0,0.8941
2024-11-15,6781,AES-KY,2024-11-18,2024-11-29,10,20,754.0,772.0,-0.0239,27,2332043.8,5209527.0,0.5524,2013244.6,5209527.0,0.6135,1047639.95,5209527.0,0.7989
2024-11-21,3202,樺晟,2024-11-22,2024-12-05,10,10,7.88,7.88,0.0,8,2462200.0,7297000.0,0.6626,1759600.0,7297000.0,0.7589,1251800.0,7297000.0,0.8285
2024-11-21,3625,西勝,2024-11-22,2024-12-05,10,5,15.75,16.95,-0.0762,26,4654200.0,6165000.0,0.2451,2596400.0,6165000.0,0.5788,1364400.0,6165000.0,0.7787
2024-11-22,3593,力銘,2024-11-25,2024-12-06,10,10,7.5,7.97,-0.0627,10,427870.2,1273415.0,0.664,373057.9,1273415.0,0.707,260249.3,1273415.0,0.7956
2024-11-26,1569,濱川,2024-11-27,2024-12-12,12,5,62.0,64.0,-0.0323,29,27535000.0,46395000.0,0.4065,17823200.0,46395000.0,0.6158,11157600.0,46395000.0,0.7595
2024-11-26,3081,聯亞,2024-11-27,2024-12-12,12,20,359.0,341.5,0.0487,28,11414800.0,18536000.0,0.3842,6335700.0,18536000.0,0.6582,5131250.0,18536000.0,0.7232
2024-11-26,3202,樺晟,2024-11-27,2024-12-10,10,25,5.76,5.76,0.0,5,515000.0,777000.0,0.3372,1525200.0,7297000.0,0.791,1270200.0,7297000.0,0.8259
2024-11-26,5314,世紀,2024-11-27,2024-12-10,10,5,368.0,371.0,-0.0082,24,1447800.0,2035000.0,0.2886,1154800.0,2035000.0,0.4325,976100.0,2035000.0,0.5203
2024-11-27,3363,上詮,2024-11-28,2024-12-11,10,20,214.5,210.0,0.021,29,9685800.0,14607000.0,0.3369,7207400.0,15729000.0,0.5418,5145850.0,15729000.0,0.6728
2024-11-27,3593,力銘,2024-11-28,2024-12-11,10,25,6.69,6.08,0.0912,7,729663.6,1273415.0,0.427,573849.7,1273415.0,0.5494,339250.4,1273415.0,0.7336
2024-11-27,3597,映興,2024-11-28,2024-12-11,10,5,52.7,50.9,0.0342,25,5537800.0,11705000.0,0.5269,3921800.0,11705000.0,0.6649,2610050.0,11705000.0,0.777
2024-11-28,6144,得利影,2024-11-29,2024-12-12,10,20,53.0,51.2,0.034,14,218000.0,486000.0,0.5514,151900.0,486000.0,0.6874,107450.0,486000.0,0.7789
2024-11-29,8101,華冠,2024-12-02,2024-12-13,10,10,22.1,22.1,0.0,8,237066.0,347089.0,0.317,210556.7,652867.0,0.6775,318298.5,1009271.0,0.6846
2024-12-02,5314,世紀,2024-12-03,2024-12-16,10,20,423.0,438.0,-0.0355,20,664000.0,1896000.0,0.6498,981700.0,2035000.0,0.5176,884150.0,2035000.0,0.5655
2024-12-04,8101,華冠,2024-12-05,2024-12-18,10,25,29.35,29.35,0.0,6,153458.6,275148.0,0.4423,163434.6,347089.0,0.5291,302594.05,1009271.0,0.7002
2024-12-05,6104,創惟,2024-12-06,2024-12-23,12,5,174.0,178.0,-0.023,29,20208800.0,44818000.0,0.5491,13580800.0,44818000.0,0.697,8055800.0,44818000.0,0.8203
2024-12-06,3625,西勝,2024-12-09,2024-12-20,10,20,20.4,20.45,-0.0025,21,6046200.0,7481000.0,0.1918,3727900.0,7481000.0,0.5017,3275100.0,7481000.0,0.5622
2024-12-06,6535,順藥,2024-12-09,2024-12-20,10,5,214.0,214.0,0.0,19,718000.0,2329000.0,0.6917,749700.0,2329000.0,0.6781,780200.0,2329000.0,0.665
2024-12-06,6781,AES-KY,2024-12-09,2024-12-20,10,20,1040.0,1020.0,0.0192,27,3236364.6,5515939.0,0.4133,1807975.4,5515939.0,0.6722,1599926.65,5515939.0,0.7099
2024-12-09,6426,統新,2024-12-10,2024-12-23,10,5,109.5,108.5,0.0091,28,7574406.0,15336086.0,0.5061,4121923.6,15336086.0,0.7312,2206012.0,15336086.0,0.8562
2024-12-11,6535,順藥,2024-12-12,2024-12-25,10,20,187.5,190.5,-0.016,27,1560200.0,4640000.0,0.6637,1206200.0,4640000.0,0.74,1019800.0,4640000.0,0.7802
2024-12-13,5278,尚凡*,2024-12-16,2024-12-27,10,5,49.95,45.9,0.0811,28,1372000.0,4923000.0,0.7213,704100.0,4923000.0,0.857,364300.0,4923000.0,0.926
2024-12-13,6442,光聖,2024-12-16,2024-12-31,12,20,598.0,627.0,-0.0485,29,8912836.4,10616345.0,0.1605,6507630.6,10616345.0,0.387,5027878.55,10616345.0,0.5264
2024-12-17,3081,聯亞,2024-12-18,2024-12-31,10,20,359.0,356.5,0.007,28,7002000.0,16505000.0,0.5758,3793100.0,16505000.0,0.7702,4914800.0,18536000.0,0.7349
2024-12-18,4540,全球傳動,2024-12-19,2025-01-06,12,5,60.0,57.8,0.0367,29,45192302.8,85112827.0,0.469,24109736.5,85112827.0,0.7167,12571770.4,85112827.0,0.8523
2024-12-20,3019,亞光,2024-12-23,2025-01-08,12,5,163.0,163.5,-0.0031,29,83629130.6,149597008.0,0.441,56515187.0,149597008.0,0.6222,31228860.95,149597008.0,0.7912
2024-12-20,3363,上詮,2024-12-23,2025-01-06,10,20,235.0,238.0,-0.0128,29,8805000.0,13561000.0,0.3507,8860000.0,22905000.0,0.6132,6391750.0,22905000.0,0.7209
2024-12-23,4571,鈞興-KY,2024-12-24,2025-01-09,12,5,254.5,253.5,0.0039,28,10699465.0,18803469.0,0.431,6538573.5,18803469.0,0.6523,3742456.95,18803469.0,0.801
2024-12-24,2466,冠西電,2024-12-25,2025-01-08,10,5,60.8,60.8,0.0,24,1130101.0,2347773.0,0.5186,1220961.9,2839741.0,0.57,899145.35,2839741.0,0.6834
2024-12-25,2250,IKKA-KY,2024-12-26,2025-01-09,10,5,134.0,137.0,-0.0224,29,4311834.8,9548149.0,0.5484,2339547.2,9548149.0,0.755,1207967.6,9548149.0,0.8735
2024-12-26,6922,宸曜,2024-12-27,2025-01-10,10,5,237.0,211.0,0.1097,29,1599738.2,3717246.0,0.5696,825669.1,3717246.0,0.7779,481334.55,3717246.0,0.8705
2024-12-27,2466,冠西電,2024-12-30,2025-01-13,10,20,64.1,69.8,-0.0889,14,1091183.8,2026127.0,0.4614,1139758.4,2347773.0,0.5145,1058852.5,2839741.0,0.6271
2024-12-30,5314,世紀,2024-12-31,2025-01-14,10,20,690.0,726.0,-0.0522,24,1798530.6,2182579.0,0.176,1410229.6,2182579.0,0.3539,758214.8,2182579.0,0.6526
2024-12-30,6104,創惟,2024-12-31,2025-01-14,10,20,170.5,165.0,0.0323,28,16256998.6,33773713.0,0.5186,9198112.1,33773713.0,0.7277,9796156.05,44818000.0,0.7814
2024-12-31,3081,聯亞,2025-01-02,2025-01-15,10,20,385.5,387.0,-0.0039,20,670982.0,878744.0,0.2364,555936.6,878744.0,0.3674,2174518.3,16505000.0,0.8683
2025-01-03,5314,世紀,2025-01-06,2025-01-17,10,20,820.0,737.0,0.1012,16,852740.8,1825186.0,0.5328,1119538.9,2182579.0,0.4871,770269.45,2182579.0,0.6471
2025-01-03,8033,雷虎,2025-01-06,2025-01-17,10,5,69.3,68.7,0.0087,28,26072101.8,67919193.0,0.6161,14760853.7,67919193.0,0.7827,8491505.45,67919193.0,0.875
