公布日期,證券代號,證券名稱,處置起始,處置結束,處置營業日數,撮合頻率(分鐘),開盤價,收盤價,short_return,broker_bought,avg_vol_5T,max_vol_5T,vol_diff_5T,avg_vol_10T,max_vol_10T,vol_diff_10T,avg_vol_20T,max_vol_20T,vol_diff_20T
2021-09-09,8121,越峰,2021-09-10,2021-09-27,10,20,26.52,29.5,-0.1124,24,14483600.0,31160000.0,0.5352,8385100.0,31160000.0,0.7309,4663100.0,31160000.0,0.8503
2021-09-14,3232,昱捷,2021-09-15,2021-10-04,12,5,26.47,27.97,-0.0567,26,9147200.0,14103000.0,0.3514,4829800.0,14103000.0,0.6575,2600300.0,14103000.0,0.8156
2021-09-16,1727,中華化,2021-09-17,2021-10-04,10,5,34.83,34.04,0.0227,29,77492398.4,150325228.0,0.4845,56392596.3,150325228.0,0.6249,33043539.1,150325228.0,0.7802
2021-09-16,4803,VHQ-KY,2021-09-17,2021-10-04,10,60,13.1,13.2,-0.0076,4,120200.0,229000.0,0.4751,230700.0,615000.0,0.6249,258550.0,1279000.0,0.7978
2021-09-17,3085,新零售,2021-09-22,2021-10-05,10,45,16.82,16.82,0.0,0,83600.0,158000.0,0.4709,52300.0,158000.0,0.669,32100.0,158000.0,0.7968
2021-09-23,3141,晶宏,2021-09-24,2021-10-07,10,5,155.86,158.66,-0.018,29,11884000.0,20944000.0,0.4326,14821800.0,29502000.0,0.4976,19840600.0,49670000.0,0.6006
2021-09-23,8121,越峰,2021-09-24,2021-10-07,10,20,42.06,44.67,-0.0621,18,3415000.0,4389000.0,0.2219,3611100.0,7762000.0,0.5348,5476850.0,31160000.0,0.8242
2021-09-24,3085,新零售,2021-09-27,2021-10-08,10,60,22.3,22.3,0.0,2,53600.0,99000.0,0.4586,61300.0,158000.0,0.612,36650.0,158000.0,0.768
2021-09-28,5321,美而快,2021-09-29,2021-10-15,12,5,76.71,76.36,0.0046,28,8335800.0,17465000.0,0.5227,4979300.0,17465000.0,0.7149,3231900.0,17465000.0,0.8149
2021-09-29,3085,新零售,2021-09-30,2021-10-14,10,60,29.5,29.5,0.0,10,108400.0,223000.0,0.5139,97300.0,223000.0,0.5637,59250.0,223000.0,0.7343
2021-09-30,6259,百徽,2021-10-01,2021-10-15,10,5,29.64,27.25,0.0806,11,270400.0,544000.0,0.5029,217100.0,544000.0,0.6009,146000.0,544000.0,0.7316
2021-10-01,4141,龍燈-KY,2021-10-04,2021-10-20,12,5,20.65,21.9,-0.0605,26,18968044.8,34296997.0,0.4469,9807239.7,34296997.0,0.714,6235621.05,34296997.0,0.8182
2021-10-01,5321,美而快,2021-10-04,2021-10-20,12,20,87.17,81.59,0.064,12,5538200.0,17465000.0,0.6829,4847000.0,17465000.0,0.7225,3278450.0,17465000.0,0.8123
2021-10-06,4944,兆遠,2021-10-07,2021-10-21,10,10,39.54,36.04,0.0885,3,125600.0,171000.0,0.2655,156500.0,369000.0,0.5759,84100.0,369000.0,0.7721
2021-10-07,4192,杏國,2021-10-08,2021-10-22,10,5,497.59,488.4,0.0185,19,2153000.0,3005000.0,0.2835,2171000.0,3109000.0,0.3017,1978800.0,4833000.0,0.5906
2021-10-15,1721,三晃,2021-10-18,2021-10-29,10,5,14.75,16.44,-0.1146,26,34738106.0,76684273.0,0.547,18236266.7,76684273.0,0.7622,12249909.25,76684273.0,0.8403
2021-10-18,2243,宏旭-KY,2021-10-19,2021-11-01,10,5,22.62,22.71,-0.004,23,3961532.6,5811507.0,0.3183,2161976.9,5811507.0,0.628,2273598.05,16774328.0,0.8645
2021-10-19,4743,合一,2021-10-20,2021-11-02,10,5,202.95,209.98,-0.0346,29,8764400.0,13699000.0,0.3602,5654700.0,13699000.0,0.5872,3661650.0,13699000.0,0.7327
2021-10-20,1721,三晃,2021-10-21,2021-11-03,10,20,17.23,17.23,0.0,23,38999280.2,76684273.0,0.4914,23058102.6,76684273.0,0.6993,12525871.15,76684273.0,0.8367
2021-10-20,8121,越峰,2021-10-21,2021-11-03,10,20,39.78,40.62,-0.0211,27,35383600.0,52659000.0,0.3281,26071700.0,52659000.0,0.5049,14641600.0,52659000.0,0.722
2021-10-25,2498,宏達電,2021-10-26,2021-11-10,12,5,52.0,53.0,-0.0192,29,127780588.2,253761169.0,0.4965,67971333.3,253761169.0,0.7321,37366127.45,253761169.0,0.8528
2021-10-25,3675,德微,2021-10-26,2021-11-10,12,5,211.66,215.43,-0.0178,28,12062800.0,18801000.0,0.3584,7128100.0,18801000.0,0.6209,5410750.0,18801000.0,0.7122
2021-10-25,3685,元創精密,2021-10-26,2021-11-08,10,5,34.5,33.85,0.0188,17,1484400.0,4808000.0,0.6913,755600.0,4808000.0,0.8428,394550.0,4808000.0,0.9179
2021-10-27,5321,美而快,2021-10-28,2021-11-10,10,20,88.91,86.82,0.0235,28,6150400.0,11903000.0,0.4833,3321300.0,11903000.0,0.721,2169750.0,11903000.0,0.8177
2021-10-27,8476,台境,2021-10-28,2021-11-10,10,5,49.07,51.59,-0.0514,15,490000.0,825000.0,0.4061,644100.0,1420000.0,0.5464,477550.0,1420000.0,0.6637
2021-10-28,2498,宏達電,2021-10-29,2021-11-11,10,20,59.7,59.7,0.0,29,108775012.4,253761169.0,0.5713,80297825.6,253761169.0,0.6836,42725589.3,253761169.0,0.8316
2021-10-28,4968,立積,2021-10-29,2021-11-11,10,5,300.44,310.63,-0.0339,28,7492165.8,11302635.0,0.3371,4407951.7,11302635.0,0.61,3034810.8,11302635.0,0.7315
2021-10-29,4192,杏國,2021-11-01,2021-11-12,10,20,266.97,266.97,0.0,8,48600.0,78000.0,0.3769,361100.0,1170000.0,0.6914,1039700.0,3109000.0,0.6656
2021-10-29,6172,互億,2021-11-01,2021-11-12,10,5,23.15,23.15,0.0,9,103737.0,457590.0,0.7733,56801.0,457590.0,0.8759,41110.85,457590.0,0.9102
2021-11-01,5227,立凱-KY,2021-11-02,2021-11-15,10,5,66.22,67.0,-0.0118,28,9510800.0,11991000.0,0.2068,6363900.0,11991000.0,0.4693,3906200.0,11991000.0,0.6742
2021-11-02,3491,昇達科,2021-11-03,2021-11-16,10,5,132.43,124.87,0.0571,28,13277600.0,21292000.0,0.3764,7590400.0,21292000.0,0.6435,4577000.0,21292000.0,0.785
2021-11-03,4192,杏國,2021-11-04,2021-11-17,10,20,195.0,195.0,0.0,5,38400.0,78000.0,0.5077,105700.0,692000.0,0.8473,616950.0,3005000.0,0.7947
2021-11-03,6441,廣錠,2021-11-04,2021-11-17,10,5,57.27,57.86,-0.0103,24,3505600.0,5503000.0,0.363,1983300.0,5503000.0,0.6396,1276900.0,5503000.0,0.768
2021-11-04,1611,中電,2021-11-05,2021-11-18,10,5,13.31,13.4,-0.0068,26,17726793.8,42724811.0,0.5851,9133542.7,42724811.0,0.7862,4709170.45,42724811.0,0.8898
2021-11-04,5351,鈺創,2021-11-05,2021-11-22,12,5,72.62,69.2,0.0471,29,92969400.0,153385000.0,0.3939,88442700.0,153385000.0,0.4234,58860150.0,153385000.0,0.6163
2021-11-08,4192,杏國,2021-11-09,2021-11-22,10,20,158.09,153.5,0.029,21,3348000.0,10189000.0,0.6714,1698000.0,10189000.0,0.8333,1183500.0,10189000.0,0.8838
2021-11-08,8476,台境,2021-11-09,2021-11-22,10,20,60.11,60.29,-0.003,8,518800.0,963000.0,0.4613,506800.0,963000.0,0.4737,573950.0,1420000.0,0.5958
2021-11-10,8121,越峰,2021-11-11,2021-11-26,12,20,43.18,44.76,-0.0366,27,32852000.0,71656000.0,0.5415,18077900.0,71656000.0,0.7477,18294900.0,71656000.0,0.7447
2021-11-11,1721,三晃,2021-11-12,2021-11-29,12,20,25.53,26.22,-0.027,29,70362232.8,97898222.0,0.2813,40919340.4,97898222.0,0.582,28408260.35,97898222.0,0.7098
2021-11-15,3508,位速,2021-11-16,2021-12-01,12,5,56.6,59.2,-0.0459,29,78849800.0,111523000.0,0.293,54341000.0,111523000.0,0.5127,35647700.0,111523000.0,0.6804
2021-11-15,5344,立衛,2021-11-16,2021-11-29,10,5,29.9,31.0,-0.0368,24,3123600.0,4188000.0,0.2542,1853800.0,4188000.0,0.5574,1215750.0,4188000.0,0.7097
2021-11-15,6118,建達,2021-11-16,2021-11-29,10,5,28.25,28.25,0.0,20,13793800.0,27896000.0,0.5055,9922400.0,27896000.0,0.6443,6562050.0,27896000.0,0.7648
2021-11-16,3228,金麗科,2021-11-17,2021-11-30,10,5,503.43,509.25,-0.0116,27,4188200.0,6725000.0,0.3772,2888400.0,6725000.0,0.5705,2666300.0,6725000.0,0.6035
2021-11-16,3419,譁裕,2021-11-17,2021-11-30,10,5,25.42,25.13,0.0114,27,11817792.4,42615615.0,0.7227,6145220.4,42615615.0,0.8558,3315774.3,42615615.0,0.9222
2021-11-17,5468,凱鈺,2021-11-18,2021-12-01,10,5,24.63,22.4,0.0905,19,1495200.0,2104000.0,0.2894,774500.0,2104000.0,0.6319,448350.0,2104000.0,0.7869
2021-11-17,6523,達爾膚,2021-11-18,2021-12-01,10,5,101.1,103.13,-0.0201,23,1505400.0,2774000.0,0.4573,939900.0,2774000.0,0.6612,637700.0,2774000.0,0.7701
2021-11-18,8427,基勝-KY,2021-11-19,2021-12-02,10,5,74.9,74.4,0.0067,3,472203.6,1860303.0,0.7462,245843.0,1860303.0,0.8678,143598.65,1860303.0,0.9228
2021-11-19,1236,宏亞,2021-11-22,2021-12-03,10,5,25.43,25.43,0.0,10,1065205.0,1397425.0,0.2377,567969.6,1397425.0,0.5936,293197.05,1397425.0,0.7902
2021-11-19,4803,VHQ-KY,2021-11-22,2021-12-03,10,45,6.07,6.07,0.0,2,85000.0,196000.0,0.5663,55700.0,196000.0,0.7158,33950.0,196000.0,0.8268
2021-11-19,6446,藥華藥,2021-11-22,2021-12-03,10,10,169.67,169.67,0.0,17,555600.0,940000.0,0.4089,486300.0,940000.0,0.4827,355200.0,940000.0,0.6221
2021-11-19,6465,威潤,2021-11-22,2021-12-03,10,5,35.34,31.55,0.1072,19,1713000.0,2636000.0,0.3502,955900.0,2636000.0,0.6374,576600.0,2636000.0,0.7813
2021-11-22,3642,駿熠電,2021-11-23,2021-12-06,10,10,7.87,8.13,-0.033,6,423400.0,830000.0,0.4899,318400.0,830000.0,0.6164,307200.0,893000.0,0.656
2021-11-22,4943,康控-KY,2021-11-23,2021-12-06,10,5,54.63,54.63,0.0,9,414828.6,586688.0,0.2929,753108.5,2508450.0,0.6998,610915.75,2508450.0,0.7565
2021-11-22,5236,凌陽創新,2021-11-23,2021-12-06,10,5,152.79,155.74,-0.0193,25,1867000.0,4371000.0,0.5729,1190800.0,4371000.0,0.7276,1019450.0,4371000.0,0.7668
2021-11-22,6523,達爾膚,2021-11-23,2021-12-06,10,20,116.13,110.44,0.049,20,1452600.0,2774000.0,0.4764,1095000.0,2774000.0,0.6053,734700.0,2774000.0,0.7351
2021-11-23,3016,嘉晶,2021-11-24,2021-12-09,12,5,137.64,129.06,0.0623,29,49372346.4,82390268.0,0.4008,31193016.3,82390268.0,0.6214,23564269.7,82390268.0,0.714
2021-11-23,3444,利機,2021-11-24,2021-12-07,10,5,55.15,54.89,0.0047,27,5873400.0,10869000.0,0.4596,3069800.0,10869000.0,0.7176,1647950.0,10869000.0,0.8484
2021-11-23,8450,霹靂,2021-11-24,2021-12-07,10,5,36.6,34.8,0.0492,22,2122600.0,4274000.0,0.5034,1191000.0,4274000.0,0.7213,635550.0,4274000.0,0.8513
2021-11-24,3046,建碁,2021-11-25,2021-12-08,10,5,36.03,35.74,0.008,22,2553728.0,6069815.0,0.5793,1397353.5,6069815.0,0.7698,982731.65,6069815.0,0.8381
2021-11-24,5321,美而快,2021-11-25,2021-12-08,10,20,69.73,70.43,-0.01,21,913000.0,1324000.0,0.3104,1472300.0,4525000.0,0.6746,954200.0,4525000.0,0.7891
2021-11-24,6446,藥華藥,2021-11-25,2021-12-08,10,25,179.99,186.88,-0.0383,22,3031000.0,8100000.0,0.6258,1763700.0,8100000.0,0.7823,1000800.0,8100000.0,0.8764
2021-11-26,3672,康聯訊,2021-11-29,2021-12-10,10,5,37.75,37.75,0.0,25,5138600.0,9346000.0,0.4502,3580800.0,9346000.0,0.6169,2171050.0,9346000.0,0.7677
2021-11-30,2497,怡利電,2021-12-01,2021-12-16,12,5,64.73,65.32,-0.0091,28,19762332.4,50567044.0,0.6092,12360236.0,50567044.0,0.7556,7046220.65,50567044.0,0.8607
2021-11-30,8121,越峰,2021-12-01,2021-12-14,10,20,51.84,51.37,0.0091,28,10020200.0,27952000.0,0.6415,6024500.0,27952000.0,0.7845,11730500.0,71656000.0,0.8363
2021-12-01,3066,李洲,2021-12-02,2021-12-15,10,5,28.45,28.45,0.0,17,1439800.0,2266000.0,0.3646,866400.0,2266000.0,0.6177,594050.0,2266000.0,0.7378
2021-12-02,8406,金可-KY,2021-12-03,2021-12-16,10,5,270.5,268.5,0.0074,28,2592600.0,7457000.0,0.6523,1703300.0,7457000.0,0.7716,1433650.0,7457000.0,0.8077
2021-12-03,3294,英濟,2021-12-06,2021-12-17,10,5,32.59,32.54,0.0015,26,15135600.0,34925000.0,0.5666,8618800.0,34925000.0,0.7532,6279800.0,34925000.0,0.8202
2021-12-06,3066,李洲,2021-12-07,2021-12-20,10,20,28.6,29.2,-0.021,14,1150200.0,1825000.0,0.3698,1202900.0,2266000.0,0.4692,737250.0,2266000.0,0.6746
2021-12-07,5245,智晶,2021-12-08,2021-12-21,10,5,73.82,76.86,-0.0412,26,3629000.0,7878000.0,0.5394,1920200.0,7878000.0,0.7563,1078850.0,7878000.0,0.8631
2021-12-08,5344,立衛,2021-12-09,2021-12-22,10,20,37.0,34.65,0.0635,25,2796000.0,3906000.0,0.2842,1920000.0,3906000.0,0.5084,1814800.0,4188000.0,0.5667
2021-12-08,6134,萬旭,2021-12-09,2021-12-22,10,5,29.17,29.17,0.0,23,5224800.0,11467000.0,0.5444,2796300.0,11467000.0,0.7561,1560350.0,11467000.0,0.8639
2021-12-08,6235,華孚,2021-12-09,2021-12-22,10,5,26.94,27.21,-0.01,28,42605193.0,72164859.0,0.4096,24832135.1,72164859.0,0.6559,13097290.0,72164859.0,0.8185
2021-12-08,6446,藥華藥,2021-12-09,2021-12-22,10,25,289.17,293.1,-0.0136,22,2604800.0,3831000.0,0.3201,2397200.0,3831000.0,0.3743,2080450.0,8100000.0,0.7432
