Stock_id,Combination,Start_Date,End_Date,Start_Price,End_Price,Return
3023,201606-201611,2016-06-01,2016-11-30,73.9,66.7,-0.09742895805142086
5534,201606-201611,2016-06-01,2016-11-30,52.8,60.1,0.13825757575757586
2023,201606-201611,2016-06-01,2016-11-30,8.04,12.3,0.5298507462686569
6415,201606-201611,2016-06-01,2016-11-30,392.0,486.5,0.24107142857142858
1402,201606-201611,2016-06-01,2016-11-30,23.35,23.5,0.006423982869378953
1262,201606-201611,2016-06-01,2016-11-30,153.0,144.0,-0.058823529411764705
1704,201606-201611,2016-06-01,2016-11-30,36.95,37.65,0.01894451962110949
3060,201606-201611,2016-06-01,2016-11-30,45.7,30.4,-0.33479212253829327
3576,201606-201611,2016-06-01,2016-11-30,18.1,14.8,-0.1823204419889503
1605,201606-201611,2016-06-01,2016-11-30,9.29,13.4,0.4424111948331541
6005,201606-201611,2016-06-01,2016-11-30,8.4,8.95,0.06547619047619034
1590,201606-201611,2016-06-01,2016-11-30,225.0,241.5,0.07333333333333333
8046,201606-201611,2016-06-01,2016-11-30,30.0,24.2,-0.19333333333333336
1536,201606-201611,2016-06-01,2016-11-30,155.0,122.5,-0.20967741935483872
9907,201606-201611,2016-06-01,2016-11-30,15.3,13.65,-0.10784313725490198
9940,201606-201611,2016-06-01,2016-11-30,27.25,31.95,0.17247706422018347
1504,201606-201611,2016-06-01,2016-11-30,26.3,26.65,0.013307984790874442
1702,201606-201611,2016-06-01,2016-11-30,64.3,64.5,0.003110419906687447
1477,201606-201611,2016-06-01,2016-11-30,163.5,125.5,-0.2324159021406728
1589,201606-201611,2016-06-01,2016-11-30,220.0,107.0,-0.5136363636363637
1707,201606-201611,2016-06-01,2016-11-30,204.0,239.0,0.1715686274509804
1476,201606-201611,2016-06-01,2016-11-30,343.0,330.0,-0.037900874635568516
2849,201606-201611,2016-06-01,2016-11-30,14.35,12.6,-0.12195121951219512
4137,201606-201611,2016-06-01,2016-11-30,197.0,141.5,-0.2817258883248731
1434,201606-201611,2016-06-01,2016-11-30,31.0,29.8,-0.03870967741935481
2355,201606-201611,2016-06-01,2016-11-30,71.8,61.9,-0.13788300835654593
6414,201606-201611,2016-06-01,2016-11-30,436.5,450.0,0.030927835051546393
2231,201606-201611,2016-06-01,2016-11-30,367.0,264.0,-0.28065395095367845
6409,201606-201611,2016-06-01,2016-11-30,469.0,417.5,-0.10980810234541578
2834,201606-201611,2016-06-01,2016-11-30,8.22,8.07,-0.018248175182481792
2382,201606-201611,2016-06-01,2016-11-30,58.0,59.4,0.024137931034482734
2845,201606-201611,2016-06-01,2016-11-30,9.27,9.06,-0.022653721682847797
2867,201606-201611,2016-06-01,2016-11-30,15.25,17.2,0.12786885245901636
2379,201606-201611,2016-06-01,2016-11-30,87.4,99.0,0.1327231121281464
2880,201606-201611,2016-06-01,2016-11-30,16.45,16.2,-0.015197568389057751
2881,201606-201611,2016-06-01,2016-11-30,39.0,49.45,0.267948717948718
2377,201606-201611,2016-06-01,2016-11-30,52.6,85.0,0.6159695817490494
2882,201606-201611,2016-06-01,2016-11-30,38.0,46.9,0.23421052631578942
2883,201606-201611,2016-06-01,2016-11-30,8.26,7.94,-0.038740920096852226
2376,201606-201611,2016-06-01,2016-11-30,37.6,42.2,0.12234042553191493
2884,201606-201611,2016-06-01,2016-11-30,18.15,18.5,0.01928374655647391
2885,201606-201611,2016-06-01,2016-11-30,10.95,11.55,0.05479452054794534
2371,201606-201611,2016-06-01,2016-11-30,5.06,9.84,0.9446640316205535
2886,201606-201611,2016-06-01,2016-11-30,24.15,22.75,-0.05797101449275357
2887,201606-201611,2016-06-01,2016-11-30,12.35,11.7,-0.05263157894736845
2360,201606-201611,2016-06-01,2016-11-30,77.9,79.0,0.014120667522464624
2888,201606-201611,2016-06-01,2016-11-30,6.91,8.22,0.1895803183791607
2357,201606-201611,2016-06-01,2016-11-30,279.0,264.0,-0.053763440860215055
2890,201606-201611,2016-06-01,2016-11-30,9.57,9.1,-0.04911180773249745
2891,201606-201611,2016-06-01,2016-11-30,17.2,17.5,0.01744186046511632
2823,201606-201611,2016-06-01,2016-11-30,25.3,34.0,0.3438735177865612
