"編號","證券代號","證券名稱","累計次數","注意交易資訊","日期","收盤價","本益比",
"843","2357","華碩","8",="03月14日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.52%，且03月14日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.29倍﹝第十二款﹞","111.03.15","368.00    ","6.46      ",
"843","2359","所羅門","8","最近六個營業日之累積週轉率為55.04%。且03月15日之週轉率為15.60%﹝第十款﹞。","111.03.15","26.10     ","53.27     ",
"843","4545","銘鈺","8","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.45倍。當日之成交量較最近六十個營業日之平均成交量放大為 38.77倍﹝第九款﹞。","111.03.15","31.25     ","26.94     ",
"843","6781","AES-KY","8","六個營業日起迄兩個營業日收盤價價差達125.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","111.03.15","1145.00   ","108.22    ",
"843","9103","美德醫療-DR","8","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價120.56% ﹝第八款﹞。","111.03.15","11.40     ","-----     ",
"843","9110","越南控-DR","8","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價81.71 % ﹝第八款﹞。","111.03.15","2.99      ","-----     ",
"844",="049291","光磊永豐14購02","12","最近六個營業日累積收盤價跌幅達45.15%﹝第一款﹞。","111.03.14","3.14      ","-----     ",
"844","1708","東鹼","12","最近六個營業日之累積週轉率為101.74% 。且03月14日之週轉率為29.47%﹝第十款﹞。","111.03.14","48.40     ","29.88     ",
"844","2201","裕隆","12",="03月11日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.25%，且03月11日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.93倍﹝第十二款﹞","111.03.14","39.10     ","8.35      ",
"844","2906","高林","12","最近六個營業日之累積週轉率為98.56%。且03月14日之週轉率為24.25%﹝第十款﹞。03月11日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.09%，且03月11日當日沖銷成交量占該日總成交量比率78.15%﹝第十三款﹞","111.03.14","27.50     ","61.11     ",
"844","3035","智原","12",="03月11日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率82.11%，且03月11日當日沖銷成交量占該日總成交量比率83.93%﹝第十三款﹞","111.03.14","286.00    ","61.51     ",
"844","4545","銘鈺","12","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.66倍。當日之成交量較最近六十個營業日之平均成交量放大為 24.32倍﹝第九款﹞。","111.03.14","33.80     ","29.14     ",
"844","4739","康普","12",="03月11日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.40%，且03月11日當日沖銷成交量占該日總成交量比率66.28%﹝第十三款﹞","111.03.14","160.00    ","36.53     ",
"844","5269","祥碩","12","六個營業日起迄兩個營業日收盤價價差達150.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.03.14","1805.00   ","38.85     ",
"844","6415","矽力-KY","12","六個營業日起迄兩個營業日收盤價價差達355.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","111.03.14","3075.00   ","50.60     ",
"844","6669","緯穎","12","六個營業日起迄兩個營業日收盤價價差達121.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","111.03.14","1030.00   ","20.82     ",
"844","9103","美德醫療-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價118.95% ﹝第八款﹞。","111.03.14","11.05     ","-----     ",
"844","9110","越南控-DR","12","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價81.10 % ﹝第八款﹞。","111.03.14","2.98      ","-----     ",
"845",="046626","泰鼎永豐13購04","14","最近六個營業日累積收盤價跌幅達34.87%﹝第一款﹞。","111.03.11","1.37      ","-----     ",
"845",="049291","光磊永豐14購02","14","最近六個營業日累積收盤價跌幅達46.02%﹝第一款﹞。","111.03.11","3.02      ","-----     ",
"845","1476","儒鴻","14","最近六個營業日累積收盤價跌幅達27.58%。且六個營業日起迄兩個營業日收盤價價差達114.50元﹝第一款﹞。","111.03.11","437.50    ","23.32     ",
"845","1714","和桐","14",="03月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.51%，且03月10日當日沖銷成交量占該日總成交量比率79.40%﹝第十三款﹞","111.03.11","10.35     ","19.90     ",
"845","2607","榮運","14",="03月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.51%，且03月10日當日沖銷成交量占該日總成交量比率69.17%﹝第十三款﹞","111.03.11","39.60     ","50.77     ",
"845","2611","志信","14",="03月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.04%，且03月10日當日沖銷成交量占該日總成交量比率74.82%﹝第十三款﹞","111.03.11","25.45     ","9.12      ",
"845","3017","奇鋐","14",="03月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.29%，且03月10日當日沖銷成交量占該日總成交量比率68.78%﹝第十三款﹞","111.03.11","122.50    ","16.01     ",
"845","3035","智原","14","最近六個營業日之累積週轉率為121.96% 。且03月11日之週轉率為11.49%﹝第十款﹞。","111.03.11","287.00    ","61.72     ",
"845","4148","全宇生技-KY","14","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.08倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.02倍﹝第九款﹞。","111.03.11","61.20     ","25.50     ",
"845","5608","四維航","14",="03月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.74%，且03月10日當日沖銷成交量占該日總成交量比率69.94%﹝第十三款﹞","111.03.11","48.15     ","7.92      ",
"845","6477","安集","14",="03月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.39%，且03月10日當日沖銷成交量占該日總成交量比率75.11%﹝第十三款﹞","111.03.11","59.90     ","50.76     ",
"845","8996","高力","14","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.20倍。當日之成交量較最近六十個營業日之平均成交量放大為7.70倍﹝第九款﹞。","111.03.11","65.30     ","43.83     ",
"845","9105","泰金寶-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價92.86 % ﹝第八款﹞。","111.03.11","4.65      ","-----     ",
"845","9110","越南控-DR","14","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價80.49 % ﹝第八款﹞。","111.03.11","2.97      ","-----     ",
"846",="046626","泰鼎永豐13購04","11","最近六個營業日累積收盤價跌幅達44.13%﹝第一款﹞。","111.03.10","1.41      ","-----     ",
"846",="049291","光磊永豐14購02","11","最近六個營業日累積收盤價跌幅達39.04%﹝第一款﹞。","111.03.10","3.99      ","-----     ",
"846","1476","儒鴻","11","最近六個營業日累積收盤價跌幅達25.51%。且六個營業日起迄兩個營業日收盤價價差達129.00元﹝第一款﹞。且03月10日之成交量為最近六十個營業日日平均成交量之5.45倍﹝第三款﹞。且03月10日美林證券商賣出之比率為34.25%﹝第五款﹞。六個營業日起迄兩個營業日收盤價價差達129.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","111.03.10","453.00    ","24.15     ",
"846","1597","直得","11","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.70倍。當日之成交量較最近六十個營業日之平均成交量放大為 11.66倍﹝第九款﹞。","111.03.10","94.50     ","24.74     ",
"846","2611","志信","11","最近六個營業日之累積週轉率為112.73% 。且03月10日之週轉率為31.62%﹝第十款﹞。","111.03.10","25.30     ","9.07      ",
"846","2906","高林","11",="03月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.32%，且03月09日當日沖銷成交量占該日總成交量比率69.54%﹝第十三款﹞","111.03.10","23.10     ","51.33     ",
"846","4739","康普","11","最近六個營業日之累積週轉率為65.72%。且03月10日之週轉率為34.54%﹝第十款﹞。","111.03.10","155.00    ","35.39     ",
"846","5608","四維航","11","最近六個營業日之累積週轉率為59.70%。且03月10日之週轉率為30.73%﹝第十款﹞。","111.03.10","47.10     ","7.75      ",
"846","6443","元晶","11","最近六個營業日之累積週轉率為50.33%。且03月10日之週轉率為13.06%﹝第十款﹞。","111.03.10","39.95     ","-----     ",
"846","6477","安集","11","最近六個營業日之累積週轉率為135.40% 。且03月10日之週轉率為55.95%﹝第十款﹞。","111.03.10","56.70     ","48.05     ",
"846","9105","泰金寶-DR","11","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價86.86 % ﹝第八款﹞。","111.03.10","4.59      ","-----     ",
"847",="046626","泰鼎永豐13購04","14","最近六個營業日累積收盤價跌幅達46.73%﹝第一款﹞。","111.03.09","1.24      ","-----     ",
"847","2007","燁興","14",="03月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.37%，且03月08日當日沖銷成交量占該日總成交量比率71.70%﹝第十三款﹞","111.03.09","20.45     ","-----     ",
"847","2024","志聯","14",="03月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.41%，且03月08日當日沖銷成交量占該日總成交量比率69.53%﹝第十三款﹞","111.03.09","26.60     ","18.10     ",
"847","2030","彰源","14",="03月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.35%，且03月08日當日沖銷成交量占該日總成交量比率64.03%﹝第十三款﹞","111.03.09","33.50     ","10.77     ",
